"logFC","AveExpr","t","P.Value","adj.P.Val","B","protein","count","sca.t","pvalue","adj.pvalue","contrast","organism","label","TlogFC"
"sp|P0CE47|EFTU1_ECOLI",1.72657903631207,23.8464874635592,57.5858229096797,4.33756443588168e-18,2.12012690565602e-14,31.6878834477235,"sp|P0CE47|EFTU1_ECOLI",56,73.4185224551773,3.08313895295289e-21,2.98077873971485e-17,"conditionB-conditionA","ECOLI","1","2"
"sp|P0A6Y8|DNAK_ECOLI",1.82351143206802,22.3600000627993,57.5402765973487,4.38586451314857e-18,2.12012690565602e-14,31.677915323346,"sp|P0A6Y8|DNAK_ECOLI",30,68.4263298065366,9.21901048378458e-21,4.45646966786147e-17,"conditionB-conditionA","ECOLI","1","2"
"sp|P0AC33|FUMA_ECOLI",1.94675151737209,21.6822928726935,53.9982725564677,1.06687859743839e-17,3.43819409334478e-14,30.8698126373166,"sp|P0AC33|FUMA_ECOLI",9,54.6099656816034,3.06678344246625e-19,9.88322077392122e-16,"conditionB-conditionA","ECOLI","1","2"
"sp|P0AC38|ASPA_ECOLI",1.88633295256878,21.4033076529869,52.7267582365556,1.48886979073969e-17,3.59859828421784e-14,30.5629679898081,"sp|P0AC38|ASPA_ECOLI",9,53.2914914329097,4.48155966111745e-19,1.00234291524446e-15,"conditionB-conditionA","ECOLI","1","2"
"sp|P77581|ASTC_ECOLI",1.82460779498379,22.3675711689656,48.4636512014007,4.83830838662612e-17,5.84709568523767e-14,29.4623123685672,"sp|P77581|ASTC_ECOLI",16,52.7939418807946,5.18381731094568e-19,1.00234291524446e-15,"conditionB-conditionA","ECOLI","1","2"
"sp|P0A6P9|ENO_ECOLI",1.92005862674427,21.5382752068881,49.9712731064456,3.15330373381162e-17,5.08102341641512e-14,29.8648367920128,"sp|P0A6P9|ENO_ECOLI",10,51.5415966032598,7.52357356445679e-19,1.21229848701947e-15,"conditionB-conditionA","ECOLI","1","2"
"sp|P0A9Q7|ADHE_ECOLI",1.75976492858456,23.4475595124903,45.0131960632426,1.35734922757923e-16,1.24280797213815e-13,28.4807155186103,"sp|P0A9Q7|ADHE_ECOLI",19,49.6395445201195,1.34808374680333e-18,1.80645315306959e-15,"conditionB-conditionA","ECOLI","1","2"
"sp|P00350|6PGD_ECOLI",1.77827838628664,21.4523337743801,45.6459907398508,1.1169807718671e-16,1.19988556693456e-13,28.6673900888475,"sp|P00350|6PGD_ECOLI",15,49.3099612912617,1.49478953501828e-18,1.80645315306959e-15,"conditionB-conditionA","ECOLI","1","2"
"sp|P0AEX9|MALE_ECOLI",1.76083145410793,22.5320361264408,43.5650469749278,2.1424383762258e-16,1.59331494010392e-13,28.0414929227443,"sp|P0AEX9|MALE_ECOLI",23,48.5308877279658,1.91345011012117e-18,2.05547062940571e-15,"conditionB-conditionA","ECOLI","1","2"
"sp|P22259|PCKA_ECOLI",1.81488887201772,20.4740948634503,44.8814666241215,1.41403472212657e-16,1.24280797213815e-13,28.4414609658018,"sp|P22259|PCKA_ECOLI",10,46.3860979377466,3.85534085454682e-18,3.72734353817586e-15,"conditionB-conditionA","ECOLI","1","2"
