"logFC","AveExpr","t","P.Value","adj.P.Val","B","protein","count","sca.t","pvalue","adj.pvalue","contrast","organism","label","TlogFC"
"sp|P02925|RBSB_ECOLI",1.84833927356317,20.7853361777883,101.345848842502,7.72121961087945e-26,2.68544018066387e-22,49.1091006979414,"sp|P02925|RBSB_ECOLI",19,115.327320780258,9.0188643465782e-28,3.1367610197399e-24,"conditionB-conditionA","ECOLI","1","2"
"sp|P40150|SSB2_YEAST",-0.887387534731804,21.8256135744565,-61.740768332594,4.70009820444201e-22,2.33527736500705e-19,40.8835615900154,"sp|P40150|SSB2_YEAST",65,-80.6901575571157,6.36408630112969e-25,9.92674648319831e-22,"conditionB-conditionA","YEAST","1","-1"
"sp|P04807|HXKB_YEAST",-0.893545936163815,20.9149301852098,-62.2215120940349,4.10176966210027e-22,2.33527736500705e-19,41.017872967167,"sp|P04807|HXKB_YEAST",30,-78.9983879990633,9.38848474306016e-25,9.92674648319831e-22,"conditionB-conditionA","YEAST","1","-1"
"sp|P00950|PMG1_YEAST",-0.849982647322435,22.7004534100362,-59.6250611216004,8.66762677261239e-22,3.41563243957391e-19,40.2782255637443,"sp|P00950|PMG1_YEAST",60,-78.1607547056399,1.14166147017807e-24,9.92674648319831e-22,"conditionB-conditionA","YEAST","1","-1"
"sp|P0A853|TNAA_ECOLI",1.77929664485902,21.4866259095265,70.7814203889557,4.26297180119561e-23,7.41330796227917e-20,43.2293770611855,"sp|P0A853|TNAA_ECOLI",34,76.9785497855044,1.50999031883327e-24,1.00173122693263e-21,"conditionB-conditionA","ECOLI","1","2"
"sp|P00549|KPYK1_YEAST",-0.833441377482632,23.7182162791411,-57.8715963842076,1.4634051476318e-21,3.41563243957391e-19,39.7581209459667,"sp|P00549|KPYK1_YEAST",112,-76.4144584426866,1.72811597515692e-24,1.00173122693263e-21,"conditionB-conditionA","YEAST","1","-1"
"sp|P32589|HSP7F_YEAST",-0.868328814473397,20.1556178609875,-59.3824095907848,9.31064147003188e-22,3.41563243957391e-19,40.207271097973,"sp|P32589|HSP7F_YEAST",27,-74.2661328059808,2.91575780591205e-24,1.44871509270887e-21,"conditionB-conditionA","YEAST","1","-1"
"sp|P37291|GLYC_YEAST",-0.877791940658945,21.0010576316702,-57.298479292748,1.74258118289658e-21,3.41563243957391e-19,39.5843324516164,"sp|P37291|GLYC_YEAST",34,-70.8202656187913,6.96857939593355e-24,3.02958989238211e-21,"conditionB-conditionA","YEAST","1","-1"
"sp|P12709|G6PI_YEAST",-0.913019313514301,21.5395741292363,-56.8618830659512,1.99280167086999e-21,3.64787590067675e-19,39.4506495370704,"sp|P12709|G6PI_YEAST",45,-69.4410738990547,9.99410194797212e-24,3.35477716127951e-21,"conditionB-conditionA","YEAST","1","-1"
"sp|P0A6A8|ACP_ECOLI",1.85149819706098,17.6092905975263,68.0285729251368,8.55892376778344e-23,9.92264562145027e-20,42.5531525463004,"sp|P0A6A8|ACP_ECOLI",5,69.230401344052,1.05666176594472e-23,3.35477716127951e-21,"conditionB-conditionA","ECOLI","1","2"
"sp|P15108|HSC82_YEAST",-0.847687359384039,22.2561196171734,-55.1135582439408,3.44611811362088e-21,5.44799945416974e-19,38.903777982665,"sp|P15108|HSC82_YEAST",62,-69.2148318764601,1.06102785434372e-23,3.35477716127951e-21,"conditionB-conditionA","YEAST","1","-1"
"sp|P16521|EF3A_YEAST",-0.852550759412619,21.3485630521178,-54.513762309363,4.17501061203834e-21,6.05028621194556e-19,38.7117707613009,"sp|P16521|EF3A_YEAST",53,-67.6515454748168,1.61287905261474e-23,4.67466112082839e-21,"conditionB-conditionA","YEAST","1","-1"
"sp|P32905|RSSA1_YEAST",-0.967177806484212,20.0628471505307,-57.3953348131153,1.69170879063117e-21,3.41563243957391e-19,39.6138367414544,"sp|P32905|RSSA1_YEAST",14,-65.5089073462371,2.90920225242788e-23,7.78323494918782e-21,"conditionB-conditionA","YEAST","1","-1"
"sp|P10664|RL4A_YEAST",-0.984990510786911,20.3939274096549,-56.0102069268938,2.59668918512104e-21,4.30061189802428e-19,39.1865889467666,"sp|P10664|RL4A_YEAST",23,-64.8407919447509,3.51039132339922e-23,8.3434636520223e-21,"conditionB-conditionA","YEAST","1","-1"
"sp|P17255|VATA_YEAST",-0.837777283423229,20.5113248270892,-53.086048151428,6.64827685357856e-21,7.96628597158271e-19,38.2453018183054,"sp|P17255|VATA_YEAST",34,-64.7532393179495,3.59838857907805e-23,8.3434636520223e-21,"conditionB-conditionA","YEAST","1","-1"
"sp|P16861|PFKA1_YEAST",-0.869936924472928,20.1998038752156,-53.918616872617,5.06104087044643e-21,6.65828006505009e-19,38.5189585678728,"sp|P16861|PFKA1_YEAST",23,-64.157457980675,4.26248014016137e-23,9.26556620467579e-21,"conditionB-conditionA","YEAST","1","-1"
"sp|P05750|RS3_YEAST",-0.962717429558896,20.6752249065309,-54.8510549427264,3.74703592048002e-21,5.66616997018675e-19,38.8200276890859,"sp|P05750|RS3_YEAST",25,-63.7296730377084,4.81831316655931e-23,9.44745500075219e-21,"conditionB-conditionA","YEAST","1","-1"
