"pauc001_B.A_HYEtims735_DIA","pauc001_C.B_MYtims709_DIA","pauc001_C.A_MYtims709_DIA","pauc001_E.C_MYtims709_DIA","pauc001_E.C_HEof_n600_DIA","pauc001_G.F_HEof_n600_DIA","pauc001_E.B_HEof_n600_DIA","pauc001_E.A_HEof_w600_DIA","pauc001_A.B_HEof_w600_DIA","pauc001_F.C_HEof_w600_DIA","pauc001_C.B_HYtims134_DIA","pauc001_D.B_HYtims134_DIA","pauc001_D.C_HYtims134_DIA","pauc001_C.A_HEqe777_DIA","pauc001_B.A_HEqe777_DIA","pauc001_C.B_HEqe777_DIA","pauc001_B.A_HEqe408_DIA"
"limma|spt|top1|MLE|blank",3938,2369,786,351,4618,4466,2231,4072,5035,4805,4389,1661,3512,2669,3782,4195,3092
"limma|spt|top1|MLE|sum",4527,2442,1724,1516,5507,5450,3397,4109,5569,5211,4458,4579,3701,4687,5348,5483,4020
"limma|spt|top1|MLE|max",4521,2498,1747,1545,5505,5449,3425,4076,5570,5209,4454,4565,3764,4681,5341,5481,4016
"limma|spt|top1|MLE|center.mean",4221,2303,854,263,4602,4263,3283,3753,4792,4726,4921,3053,4584,3113,4025,3703,4438
"limma|spt|top1|MLE|center.median",4254,2389,930,433,4587,4216,3020,3848,4813,4744,4803,3651,4781,2883,3871,3585,4335
"limma|spt|top1|MLE|div.mean",4728,2484,1923,1460,5472,5405,3753,3625,5523,5206,5032,5351,4817,4880,5422,5314,4874
"limma|spt|top1|MLE|div.median",4753,2520,2087,1693,5474,5397,3789,3667,5520,5225,4959,5368,5038,4633,5376,5297,4795
"limma|spt|top1|MLE|quantiles",4291,2458,842,314,4600,4253,3192,3898,4800,4741,4973,2776,4361,3165,4029,3690,4529
"limma|spt|top1|MLE|quantiles.robust",4908,5539,5235,5103,4827,5236,4105,4205,4561,5174,3221,2971,4530,5190,5207,4762,5202
"limma|spt|top1|MLE|vsn",5095,3920,3081,1858,5519,5396,3815,2048,4960,5208,3225,4399,2031,3546,4659,4450,4678
"limma|spt|top1|MLE|lossf",4489,4799,4201,1984,4706,4231,3143,3771,4827,4728,4894,2617,3908,2842,3838,3257,4399
"limma|spt|top1|MLE|TIC",2656,5778,5665,5809,4884,4205,3235,3067,4912,5212,5220,4774,5153,5491,4784,3903,5414
"limma|spt|top1|MLE|Rlr",4325,4978,3555,1850,4694,4288,3152,3821,4814,4723,4822,2585,3998,3013,3952,3342,4415
"limma|spt|top1|MLE|MBQN",4643,3449,2837,1466,4832,4947,4539,3179,5656,4911,5171,3880,4722,5292,4258,4829,4469
"limma|spt|top1|missForest|blank",2810,852,286,161,1434,1866,1637,1012,1033,2802,2681,1427,2382,1655,2497,3734,1423
"limma|spt|top1|missForest|sum",4059,2418,1801,941,3915,3964,2915,1485,2723,4277,3330,3136,2496,2632,3482,4708,3080
"limma|spt|top1|missForest|max",4085,2310,1457,920,1737,2437,2875,846,2405,3771,3352,3298,2691,2564,3292,4642,3189
"limma|spt|top1|missForest|center.mean",3062,827,443,141,1098,1814,2043,2285,1234,2519,3566,2199,3384,2638,2858,2954,2892
"limma|spt|top1|missForest|center.median",3178,887,513,235,1001,1784,2286,2175,1097,2556,3533,2658,3686,2310,2585,2835,2734
"limma|spt|top1|missForest|div.mean",4334,2291,1684,871,1913,2609,3060,1292,1764,3412,3886,4058,3673,3068,3668,4064,3923
"limma|spt|top1|missForest|div.median",4424,2311,1793,1118,1901,2435,3175,1037,1658,3405,3742,4454,3931,2855,3490,4007,3721
"limma|spt|top1|missForest|quantiles",3146,934,407,166,1045,1794,2369,1637,1088,2642,3643,2153,3106,2933,2905,2984,2978
"limma|spt|top1|missForest|quantiles.robust",4029,4605,5571,4203,1797,3178,3105,1300,1317,3120,3916,2471,3211,5166,4706,4098,4446
"limma|spt|top1|missForest|vsn",4773,3561,3009,1596,2200,2355,3122,1353,1754,3359,3733,3693,2716,3183,3810,3946,3550
"limma|spt|top1|missForest|lossf",3923,3414,2790,1432,1101,1675,2010,1944,1195,2499,3853,1936,2681,2436,2593,2612,2992
"limma|spt|top1|missForest|TIC",1981,5753,5700,5678,1735,1706,2557,675,1880,3457,4480,4746,4061,4752,3923,3448,5239
"limma|spt|top1|missForest|Rlr",3556,3553,2537,1309,1134,1785,1897,2060,1044,2497,3647,1840,2738,2604,2829,2725,2931
"limma|spt|top1|missForest|MBQN",4114,2685,2113,1034,1401,2948,4404,3932,1025,2821,4410,2812,3729,4598,3293,4713,3430
"limma|spt|top1|blank|blank",2836,159,81,85,2965,2662,1611,4854,4260,2920,2747,1409,2283,1980,2830,3632,1621
"limma|spt|top1|blank|sum",4202,1570,1351,824,3193,3339,2807,3015,4475,3960,3257,3198,2594,2867,3697,4693,3218
"limma|spt|top1|blank|max",4170,1283,1074,827,3212,3358,2896,3018,4565,3955,3260,3140,2663,2877,3688,4691,3157
"limma|spt|top1|blank|center.mean",3206,158,107,74,3033,2542,2059,4442,4076,2775,3715,2108,3309,2961,3188,2908,3131
"limma|spt|top1|blank|center.median",3316,174,133,132,3041,2496,2288,4273,3909,2824,3612,2550,3663,2570,3030,2836,2864
"limma|spt|top1|blank|div.mean",4399,1357,1136,735,3298,3239,3084,2589,4286,3621,3919,3993,3605,3332,4034,4070,4078
"limma|spt|top1|blank|div.median",4483,1371,1186,813,3314,3221,3180,2414,4266,3630,3793,4415,3923,3007,3833,3982,3877
"limma|spt|top1|blank|quantiles",3326,184,115,86,3026,2522,2398,4161,3840,2937,3760,2044,3095,3110,3224,2968,3250
"limma|spt|top1|blank|quantiles.robust",3743,5662,4681,4192,3967,3927,3015,3702,4108,4392,4954,2376,3266,5235,4860,4184,4667
"limma|spt|top1|blank|vsn",4848,2580,2559,1380,3336,3223,3168,2456,4289,3570,3765,3515,2675,3408,4084,3892,3619
"limma|spt|top1|blank|lossf",4007,1589,2019,1154,3052,2446,2021,4427,3911,2825,3922,1811,2728,2614,3038,2599,3107
"limma|spt|top1|blank|TIC",2070,4581,5520,5658,3223,2438,2585,4443,5424,3410,4464,4743,4087,4723,4234,3453,5282
"limma|spt|top1|blank|Rlr",3623,1576,1655,1040,3055,2506,1918,4458,3921,2804,3638,1707,2678,2832,3143,2717,3126
"limma|spt|top1|blank|MBQN",4211,990,1348,744,3671,3597,4429,4831,4151,2967,4450,2721,3692,4656,3737,4649,3561
"limma|spt|top1|bpca|blank",2755,1018,365,140,396,1212,1613,455,330,1954,2680,1422,2266,1773,2462,3666,1713
"limma|spt|top1|bpca|sum",4056,2250,1802,868,2386,2164,2819,1858,1063,2856,3365,3256,2635,2659,3342,4733,3094
"limma|spt|top1|bpca|max",4135,2239,1529,952,1757,2273,2902,629,1473,3073,3235,3143,2652,2668,3344,4702,3390
"limma|spt|top1|bpca|center.mean",3034,1004,501,117,502,1336,2047,1821,529,1741,3596,2194,3348,2876,2802,2850,3239
"limma|spt|top1|bpca|center.median",3166,1042,566,220,530,1323,2315,2059,485,1844,3517,2615,3807,2507,2576,2811,2934
"limma|spt|top1|bpca|div.mean",4345,2296,1852,870,1201,2073,3092,813,1294,2713,3938,4116,3609,3179,3721,4068,4110
