"protein","logFC","pvalue","adj.pvalue","contrast","organism","label","TlogFC"
"sp|P03023|LACI_ECOLI","sp|P03023|LACI_ECOLI","-0.651201521617004","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P03841|MALM_ECOLI","sp|P03841|MALM_ECOLI","-1.26486530773","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P04391|OTC1_ECOLI","sp|P04391|OTC1_ECOLI","-1.13498539596121","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P04693|TYRB_ECOLI","sp|P04693|TYRB_ECOLI","-0.874467384811535","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P04805|SYE_ECOLI","sp|P04805|SYE_ECOLI","-1.07395251931876","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P04816|LIVK_ECOLI","sp|P04816|LIVK_ECOLI","-1.09286756715736","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P04951|KDSB_ECOLI","sp|P04951|KDSB_ECOLI","-0.894048557049013","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P04968|ILVA_ECOLI","sp|P04968|ILVA_ECOLI","-1.11881029687711","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P04983|RBSA_ECOLI","sp|P04983|RBSA_ECOLI","-0.898477715621697","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P05055|PNP_ECOLI","sp|P05055|PNP_ECOLI","-1.01552015932116","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P05791|ILVD_ECOLI","sp|P05791|ILVD_ECOLI","-0.805516323981706","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P05793|ILVC_ECOLI","sp|P05793|ILVC_ECOLI","-0.729469821544743","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P05825|FEPA_ECOLI","sp|P05825|FEPA_ECOLI","-0.674364375828002","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P06959|ODP2_ECOLI","sp|P06959|ODP2_ECOLI","-0.99204954286018","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P06971|FHUA_ECOLI","sp|P06971|FHUA_ECOLI","-0.74354261594268","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P06983|HEM3_ECOLI","sp|P06983|HEM3_ECOLI","-1.2063191668131","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P06999|PFKB_ECOLI","sp|P06999|PFKB_ECOLI","-1.01168779113944","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P07012|RF2_ECOLI","sp|P07012|RF2_ECOLI","-1.04208681087923","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P07395|SYFB_ECOLI","sp|P07395|SYFB_ECOLI","-0.937505558987688","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P07623|METAS_ECOLI","sp|P07623|METAS_ECOLI","-1.13650484883028","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P07639|AROB_ECOLI","sp|P07639|AROB_ECOLI","-1.16528308974641","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P07913|TDH_ECOLI","sp|P07913|TDH_ECOLI","-0.964172690483743","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P08142|ILVB_ECOLI","sp|P08142|ILVB_ECOLI","-0.774213338816811","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P08200|IDH_ECOLI","sp|P08200|IDH_ECOLI","-0.889337194898911","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P08244|PYRF_ECOLI","sp|P08244|PYRF_ECOLI","-0.98791544178753","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P08312|SYFA_ECOLI","sp|P08312|SYFA_ECOLI","-1.05810195962567","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P08331|CPDB_ECOLI","sp|P08331|CPDB_ECOLI","-0.853807289785149","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P08390|USG_ECOLI","sp|P08390|USG_ECOLI","-1.24403413794767","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P08660|AK3_ECOLI","sp|P08660|AK3_ECOLI","-0.972004573997658","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P08839|PT1_ECOLI","sp|P08839|PT1_ECOLI","-0.902224825675731","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P09029|PURK_ECOLI","sp|P09029|PURK_ECOLI","-1.28472692277809","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P09372|GRPE_ECOLI","sp|P09372|GRPE_ECOLI","-1.03985531213721","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P09373|PFLB_ECOLI","sp|P09373|PFLB_ECOLI","-1.21511584310201","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P09551|ARGT_ECOLI","sp|P09551|ARGT_ECOLI","-1.09619560284608","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P09831|GLTB_ECOLI","sp|P09831|GLTB_ECOLI","-0.881768643684268","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P09832|GLTD_ECOLI","sp|P09832|GLTD_ECOLI","-0.906217693569527","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A6A6|LEUC_ECOLI","sp|P0A6A6|LEUC_ECOLI","-0.721598470306851","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A6B7|ISCS_ECOLI","sp|P0A6B7|ISCS_ECOLI","-0.840469904336672","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A6C8|ARGB_ECOLI","sp|P0A6C8|ARGB_ECOLI","-0.812558200969828","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A6D3|AROA_ECOLI","sp|P0A6D3|AROA_ECOLI","-0.786461992099174","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A6D7|AROK_ECOLI","sp|P0A6D7|AROK_ECOLI","-1.08420797261392","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A6E4|ASSY_ECOLI","sp|P0A6E4|ASSY_ECOLI","-1.10428409043099","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A6F1|CARA_ECOLI","sp|P0A6F1|CARA_ECOLI","-0.795959367214877","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A6F3|GLPK_ECOLI","sp|P0A6F3|GLPK_ECOLI","-0.743454306479443","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A6F5|CH60_ECOLI","sp|P0A6F5|CH60_ECOLI","-0.669201777696465","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A6H1|CLPX_ECOLI","sp|P0A6H1|CLPX_ECOLI","-0.791949911631743","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A6H5|HSLU_ECOLI","sp|P0A6H5|HSLU_ECOLI","-0.823316686073738","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A6K6|DEOB_ECOLI","sp|P0A6K6|DEOB_ECOLI","-0.607014633488358","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A6L0|DEOC_ECOLI","sp|P0A6L0|DEOC_ECOLI","-1.20004994683045","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A6L9|HSCB_ECOLI","sp|P0A6L9|HSCB_ECOLI","-1.06468301407335","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A6M8|EFG_ECOLI","sp|P0A6M8|EFG_ECOLI","-0.712588430841482","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A6P1|EFTS_ECOLI","sp|P0A6P1|EFTS_ECOLI","-0.898408336423298","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A6P5|DER_ECOLI","sp|P0A6P5|DER_ECOLI","-1.12771758286039","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A6P7|ENGB_ECOLI","sp|P0A6P7|ENGB_ECOLI","-0.716947070947329","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A6P9|ENO_ECOLI","sp|P0A6P9|ENO_ECOLI","-0.829830799345892","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A6Q6|FABZ_ECOLI","sp|P0A6Q6|FABZ_ECOLI","-0.910453584518226","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A6S0|FLGH_ECOLI","sp|P0A6S0|FLGH_ECOLI","-0.854396611452035","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A6S7|GPDA_ECOLI","sp|P0A6S7|GPDA_ECOLI","-0.937815601849302","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A6T5|GCH1_ECOLI","sp|P0A6T5|GCH1_ECOLI","-0.90764913621728","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A6W5|GREA_ECOLI","sp|P0A6W5|GREA_ECOLI","-0.915153994920331","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A6Y1|IHFB_ECOLI","sp|P0A6Y1|IHFB_ECOLI","-1.30733947822164","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A6Y8|DNAK_ECOLI","sp|P0A6Y8|DNAK_ECOLI","-0.767770821103966","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A6Z3|HTPG_ECOLI","sp|P0A6Z3|HTPG_ECOLI","-0.881342586064786","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A705|IF2_ECOLI","sp|P0A705|IF2_ECOLI","-0.770308221029495","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A707|IF3_ECOLI","sp|P0A707|IF3_ECOLI","-1.03632356243678","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A715|KDSA_ECOLI","sp|P0A715|KDSA_ECOLI","-0.994644342780958","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A717|KPRS_ECOLI","sp|P0A717|KPRS_ECOLI","-0.930774172287133","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A722|LPXA_ECOLI","sp|P0A722|LPXA_ECOLI","-1.13297348570925","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A734|MINE_ECOLI","sp|P0A734|MINE_ECOLI","-1.17465820316316","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A744|MSRA_ECOLI","sp|P0A744|MSRA_ECOLI","-0.869849026349453","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A749|MURA_ECOLI","sp|P0A749|MURA_ECOLI","-0.83121424572348","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A763|NDK_ECOLI","sp|P0A763|NDK_ECOLI","-0.886151981214187","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A780|NUSB_ECOLI","sp|P0A780|NUSB_ECOLI","-1.05180413639588","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A790|PAND_ECOLI","sp|P0A790|PAND_ECOLI","-1.10175972520188","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A796|PFKA_ECOLI","sp|P0A796|PFKA_ECOLI","-0.848197767193781","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A799|PGK_ECOLI","sp|P0A799|PGK_ECOLI","-0.903477961870298","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A7B5|PROB_ECOLI","sp|P0A7B5|PROB_ECOLI","-1.35716801569234","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A7D4|PURA_ECOLI","sp|P0A7D4|PURA_ECOLI","-0.821710775888675","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A7E1|PYRD_ECOLI","sp|P0A7E1|PYRD_ECOLI","-1.03992728514024","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A7E5|PYRG_ECOLI","sp|P0A7E5|PYRG_ECOLI","-0.79948468902095","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A7E9|PYRH_ECOLI","sp|P0A7E9|PYRH_ECOLI","-0.897238597648244","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A7F3|PYRI_ECOLI","sp|P0A7F3|PYRI_ECOLI","-0.759699409283506","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A7G2|RBFA_ECOLI","sp|P0A7G2|RBFA_ECOLI","-0.754221832956912","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A7I0|RF1_ECOLI","sp|P0A7I0|RF1_ECOLI","-1.0672402518597","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A7J3|RL10_ECOLI","sp|P0A7J3|RL10_ECOLI","-0.85693175052829","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A7J7|RL11_ECOLI","sp|P0A7J7|RL11_ECOLI","-0.863524687562638","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A7K6|RL19_ECOLI","sp|P0A7K6|RL19_ECOLI","-1.30286653777702","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A7L0|RL1_ECOLI","sp|P0A7L0|RL1_ECOLI","-0.66133989811021","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A7L8|RL27_ECOLI","sp|P0A7L8|RL27_ECOLI","-0.835013281725097","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A7M6|RL29_ECOLI","sp|P0A7M6|RL29_ECOLI","-0.82599768833494","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A7P5|RL34_ECOLI","sp|P0A7P5|RL34_ECOLI","-0.933640865850499","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A7R1|RL9_ECOLI","sp|P0A7R1|RL9_ECOLI","-0.835566857305658","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A7R5|RS10_ECOLI","sp|P0A7R5|RS10_ECOLI","-0.869354963573151","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A7S3|RS12_ECOLI","sp|P0A7S3|RS12_ECOLI","-1.00216287495626","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A7U7|RS20_ECOLI","sp|P0A7U7|RS20_ECOLI","-1.1986011421655","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A7V0|RS2_ECOLI","sp|P0A7V0|RS2_ECOLI","-0.904018764635826","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A7V3|RS3_ECOLI","sp|P0A7V3|RS3_ECOLI","-0.842361046822138","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A7V8|RS4_ECOLI","sp|P0A7V8|RS4_ECOLI","-0.928817109132396","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A7W1|RS5_ECOLI","sp|P0A7W1|RS5_ECOLI","-0.89445972223141","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A7W7|RS8_ECOLI","sp|P0A7W7|RS8_ECOLI","-1.07008199628104","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A7X3|RS9_ECOLI","sp|P0A7X3|RS9_ECOLI","-1.07419069916474","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A7Y0|RNC_ECOLI","sp|P0A7Y0|RNC_ECOLI","-1.37363031815489","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A7Z4|RPOA_ECOLI","sp|P0A7Z4|RPOA_ECOLI","-1.092757605167","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A800|RPOZ_ECOLI","sp|P0A800|RPOZ_ECOLI","-1.38749867496483","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A805|RRF_ECOLI","sp|P0A805|RRF_ECOLI","-0.951606634197713","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A817|METK_ECOLI","sp|P0A817|METK_ECOLI","-0.865761809889502","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A825|GLYA_ECOLI","sp|P0A825|GLYA_ECOLI","-0.937248141343542","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A836|SUCC_ECOLI","sp|P0A836|SUCC_ECOLI","-0.783398932170677","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A850|TIG_ECOLI","sp|P0A850|TIG_ECOLI","-0.797400846849989","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A853|TNAA_ECOLI","sp|P0A853|TNAA_ECOLI","-0.868714437403774","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A855|TOLB_ECOLI","sp|P0A855|TOLB_ECOLI","-0.904195428476715","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A862|TPX_ECOLI","sp|P0A862|TPX_ECOLI","-0.725447278719031","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A870|TALB_ECOLI","sp|P0A870|TALB_ECOLI","-0.883207156858166","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A877|TRPA_ECOLI","sp|P0A877|TRPA_ECOLI","-0.839897098443995","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A887|UBIE_ECOLI","sp|P0A887|UBIE_ECOLI","-1.03628399390332","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A8B5|YBAB_ECOLI","sp|P0A8B5|YBAB_ECOLI","-1.19895365083944","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A8E1|YCFP_ECOLI","sp|P0A8E1|YCFP_ECOLI","-0.849723411884403","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A8E7|YAJQ_ECOLI","sp|P0A8E7|YAJQ_ECOLI","-0.807621988288634","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A8F0|UPP_ECOLI","sp|P0A8F0|UPP_ECOLI","-1.08408508485106","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A8F4|URK_ECOLI","sp|P0A8F4|URK_ECOLI","-1.22516941668929","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A8G6|NQOR_ECOLI","sp|P0A8G6|NQOR_ECOLI","-1.10322339726065","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A8I5|TRMB_ECOLI","sp|P0A8I5|TRMB_ECOLI","-1.41040245686555","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A8L1|SYS_ECOLI","sp|P0A8L1|SYS_ECOLI","-0.863912542216482","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A8M0|SYN_ECOLI","sp|P0A8M0|SYN_ECOLI","-1.01603994897356","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A8M6|YEEX_ECOLI","sp|P0A8M6|YEEX_ECOLI","-1.0782918080302","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A8N3|SYK1_ECOLI","sp|P0A8N3|SYK1_ECOLI","-0.975263851075113","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A8R0|RRAA_ECOLI","sp|P0A8R0|RRAA_ECOLI","-1.08598884373198","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A8T7|RPOC_ECOLI","sp|P0A8T7|RPOC_ECOLI","-1.11247499071041","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A8U6|METJ_ECOLI","sp|P0A8U6|METJ_ECOLI","-0.853119217558366","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A8V2|RPOB_ECOLI","sp|P0A8V2|RPOB_ECOLI","-0.86435376582557","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A8W5|YQGE_ECOLI","sp|P0A8W5|YQGE_ECOLI","-1.24595940464201","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A8W8|YFBU_ECOLI","sp|P0A8W8|YFBU_ECOLI","-1.060611511018","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A903|BAMC_ECOLI","sp|P0A903|BAMC_ECOLI","-0.925714073722155","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A910|OMPA_ECOLI","sp|P0A910|OMPA_ECOLI","-0.908127066090252","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A912|PAL_ECOLI","sp|P0A912|PAL_ECOLI","-0.5912605778672","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A940|BAMA_ECOLI","sp|P0A940|BAMA_ECOLI","-0.888512800463538","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A953|FABB_ECOLI","sp|P0A953|FABB_ECOLI","-0.809769272614883","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A991|ALF1_ECOLI","sp|P0A991|ALF1_ECOLI","-1.09626629737927","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A993|F16PA_ECOLI","sp|P0A993|F16PA_ECOLI","-1.49106232090949","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A998|FTNA_ECOLI","sp|P0A998|FTNA_ECOLI","-0.715100840471159","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A9A6|FTSZ_ECOLI","sp|P0A9A6|FTSZ_ECOLI","-0.803264182574814","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A9A9|FUR_ECOLI","sp|P0A9A9|FUR_ECOLI","-0.867259609810944","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A9B2|G3P1_ECOLI","sp|P0A9B2|G3P1_ECOLI","-0.811808270286146","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A9C5|GLN1B_ECOLI","sp|P0A9C5|GLN1B_ECOLI","-0.892827186220888","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A9D8|DAPD_ECOLI","sp|P0A9D8|DAPD_ECOLI","-0.867985343549506","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A9G6|ACEA_ECOLI","sp|P0A9G6|ACEA_ECOLI","-0.855099933581659","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A9K3|PHOL_ECOLI","sp|P0A9K3|PHOL_ECOLI","-0.565043875431179","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A9M5|XGPT_ECOLI","sp|P0A9M5|XGPT_ECOLI","-0.940719887418329","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A9M8|PTA_ECOLI","sp|P0A9M8|PTA_ECOLI","-0.917155374543903","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A9P0|DLDH_ECOLI","sp|P0A9P0|DLDH_ECOLI","-0.839146286300334","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A9P4|TRXB_ECOLI","sp|P0A9P4|TRXB_ECOLI","-0.847322932285131","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A9Q1|ARCA_ECOLI","sp|P0A9Q1|ARCA_ECOLI","-0.867172611185511","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A9Q5|ACCD_ECOLI","sp|P0A9Q5|ACCD_ECOLI","-1.05926502512181","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A9Q7|ADHE_ECOLI","sp|P0A9Q7|ADHE_ECOLI","-0.901232077146293","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A9Q9|DHAS_ECOLI","sp|P0A9Q9|DHAS_ECOLI","-0.869630943772332","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A9S3|GATD_ECOLI","sp|P0A9S3|GATD_ECOLI","-0.931622059236737","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A9T0|SERA_ECOLI","sp|P0A9T0|SERA_ECOLI","-1.15407270022511","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A9T4|TAS_ECOLI","sp|P0A9T4|TAS_ECOLI","-0.949491358515118","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A9V1|LPTB_ECOLI","sp|P0A9V1|LPTB_ECOLI","-0.966130003285706","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A9W9|YRDA_ECOLI","sp|P0A9W9|YRDA_ECOLI","-0.657785366972893","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A9X4|MREB_ECOLI","sp|P0A9X4|MREB_ECOLI","-1.0411890996729","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0A9Y6|CSPC_ECOLI","sp|P0A9Y6|CSPC_ECOLI","-0.707245083181977","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0AA10|RL13_ECOLI","sp|P0AA10|RL13_ECOLI","-0.823564703652838","0","0","conditionB-conditionA","ECOLI","1","1"
"sp|P0AA16|OMPR_ECOLI","sp|P0AA16|OMPR_ECOLI","-0.99930574789712","0","0","conditionB-conditionA","ECOLI","1","1"
