"protein","contrast","chisq","pvalue","logFC","adj.pvalue","organism","label","TlogFC"
"1","sp|P02925|RBSB_ECOLI","conditionB-conditionA",Inf,0,-2.54208719520056,0,"ECOLI","1","2"
"2","sp|P0CE48|EFTU2_ECOLI;sp|P0CE47|EFTU1_ECOLI","conditionB-conditionA",Inf,0,-2.55125271786532,0,"ECOLI","1","2"
"3","sp|P60624|RL24_ECOLI","conditionB-conditionA",Inf,0,3.07324649717895,0,"ECOLI","1","2"
"4","sp|P32589|HSP7F_YEAST","conditionB-conditionA",224.568574638647,0,0.920813529732424,0,"YEAST","1","-1"
"5","sp|P12709|G6PI_YEAST","conditionB-conditionA",221.229359211632,0,-0.913019313514301,0,"YEAST","1","-1"
"6","sp|P0A853|TNAA_ECOLI","conditionB-conditionA",Inf,0,-2.17878936068671,0,"ECOLI","1","2"
"7","sp|Q03558|OYE2_YEAST","conditionB-conditionA",211.559532940773,0,-0.964727285175366,0,"YEAST","1","-1"
"8","sp|P17255|VATA_YEAST","conditionB-conditionA",217.869222836363,0,0.99446593846805,0,"YEAST","1","-1"
"9","sp|P05737|RL7A_YEAST","conditionB-conditionA",208.385907526307,0,-0.985538226791622,0,"YEAST","1","-1"
"10","sp|P0A6F9|CH10_ECOLI","conditionB-conditionA",Inf,0,-1.95418720117826,0,"ECOLI","1","2"
"11","sp|P00549|KPYK1_YEAST","conditionB-conditionA",218.190865113849,0,-0.833441377482632,0,"YEAST","1","-1"
"12","sp|P0A6A8|ACP_ECOLI","conditionB-conditionA",Inf,0,-1.91331339886642,0,"ECOLI","1","2"
"13","sp|P40150|SSB2_YEAST","conditionB-conditionA",219.815915934253,0,-0.887387534731804,0,"YEAST","1","-1"
"14","sp|P16862|PFKA2_YEAST","conditionB-conditionA",198.503979710961,0,-0.792433096752113,0,"YEAST","1","-1"
"15","sp|P23254|TKT1_YEAST","conditionB-conditionA",204.876921512633,0,-0.864845479303554,0,"YEAST","1","-1"
"16","sp|P37291|GLYC_YEAST","conditionB-conditionA",217.477269082491,0,-0.877791940658945,0,"YEAST","1","-1"
"17","sp|P32324|EF2_YEAST","conditionB-conditionA",207.221535771384,0,-0.847434045981572,0,"YEAST","1","-1"
"18","sp|P16521|EF3A_YEAST","conditionB-conditionA",214.677713101652,0,-0.852550759412619,0,"YEAST","1","-1"
"19","sp|P16861|PFKA1_YEAST","conditionB-conditionA",215.12797223872,0,1.10068777605134,0,"YEAST","1","-1"
"20","sp|P29311|BMH1_YEAST","conditionB-conditionA",208.552437543462,0,0.861689348097258,0,"YEAST","1","-1"
"21","sp|P60010|ACT_YEAST","conditionB-conditionA",209.129223126013,0,-0.857648759256172,0,"YEAST","1","-1"
"22","sp|P25694|CDC48_YEAST","conditionB-conditionA",209.187959156835,0,0.848539597181954,0,"YEAST","1","-1"
"23","sp|P10592|HSP72_YEAST","conditionB-conditionA",199.627807570963,0,-0.92775905260029,0,"YEAST","1","-1"
"24","sp|P05750|RS3_YEAST","conditionB-conditionA",211.27485317564,0,0.967925024916656,0,"YEAST","1","-1"
"25","sp|P00950|PMG1_YEAST","conditionB-conditionA",214.961080548829,0,-0.849982647322435,0,"YEAST","1","-1"
"26","sp|P10664|RL4A_YEAST","conditionB-conditionA",208.701701193023,0,-0.984990510786911,0,"YEAST","1","-1"
"27","sp|P06169|PDC1_YEAST;sp|P26263|PDC6_YEAST;sp|P16467|PDC5_YEAST;sp|Q07471|THI3_YEAST","conditionB-conditionA",108.804668876579,0,-0.761758569218614,0,"YEAST","1","-1"
